vederböra	vb_0d_vederböra
inväva	vb_2a_viga
iordningställa	vb_2a_viga
jämställa	vb_2a_viga
klämma	vb_2a_viga
klänga	vb_2a_viga
knäböja	vb_2a_viga
kontrollväga	vb_2a_viga
köva	vb_2a_viga
kränga	vb_2a_viga
kräva	vb_2a_viga
KU-anmäla	vb_2a_viga
kvardröja	vb_2a_viga
kyla	vb_2a_viga
länga	vb_2a_viga
majoritetsäga	vb_2a_viga
mänga	vb_2a_viga
missbedöma	vb_2a_viga
misstämma	vb_2a_viga
motväga	vb_2a_viga
nämna	vb_2a_viga
nedgräva	vb_2a_viga
nedtynga	vb_2a_viga
nollställa	vb_2a_viga
nyanställa	vb_2a_viga
okynnesringa	vb_2a_viga
ombesörja	vb_2a_viga
omhölja	vb_2a_viga
omnämna	vb_2a_viga
omställa	vb_2a_viga
omvälva	vb_2a_viga
omvärva	vb_2a_viga
opphäva	vb_2a_viga
opphöja	vb_2a_viga
oppställa	vb_2a_viga
oppväga	vb_2a_viga
överensstämma	vb_2a_viga
överhölja	vb_2a_viga
överskölja	vb_2a_viga
överskyla	vb_2a_viga
överväga	vb_2a_viga
pliktfälla	vb_2a_viga
plöja	vb_2a_viga
polisanmäla	vb_2a_viga
prästviga	vb_2a_viga
råskälla	vb_2a_viga
ringa	vb_2a_viga
röja	vb_2a_viga
rotfylla	vb_2a_viga
rymma	vb_2a_viga
säkerställa	vb_2a_viga
sakfälla	vb_2a_viga
sammanhänga	vb_2a_viga
sammanringa	vb_2a_viga
sammanställa	vb_2a_viga
sammanväga	vb_2a_viga
sammanväva	vb_2a_viga
sammanviga	vb_2a_viga
sjukanmäla	vb_2a_viga
skälla	vb_2a_viga
skämma	vb_2a_viga
skava	vb_2a_viga
skölja	vb_2a_viga
skönja	vb_2a_viga
skrälla	vb_2a_viga
skrymma	vb_2a_viga
skyla	vb_2a_viga
skylla	vb_2a_viga
skymma	vb_2a_viga
slänga	vb_2a_viga
smälla	vb_2a_viga
snärja	vb_2a_viga
snedställa	vb_2a_viga
sönderspränga	vb_2a_viga
sörja	vb_2a_viga
söva	vb_2a_viga
specialbeställa	vb_2a_viga
spilla	vb_2a_viga
ställa	vb_2a_viga
stämma	vb_2a_viga
stänga	vb_2a_viga
svälla	vb_2a_viga
svänga	vb_2a_viga
tälja	vb_2a_viga
tänja	vb_2a_viga
tidsbestämma	vb_2a_viga
tidsinställa	vb_2a_viga
tigga	vb_2a_viga
tilldöma	vb_2a_viga
tillfredsställa	vb_2a_viga
tillställa	vb_2a_viga
töja	vb_2a_viga
tömma	vb_2a_viga
tränga	vb_2a_viga
tynga	vb_2a_viga
umgälla	vb_2a_viga
undangömma	vb_2a_viga
undanröja	vb_2a_viga
undanskymma	vb_2a_viga
undantränga	vb_2a_viga
undergräva	vb_2a_viga
underkyla	vb_2a_viga
underställa	vb_2a_viga
undskylla	vb_2a_viga
uppbygga	vb_2a_viga
upphäva	vb_2a_viga
upphöja	vb_2a_viga
upprymma	vb_2a_viga
uppställa	vb_2a_viga
uppstämma	vb_2a_viga
uppväga	vb_2a_viga
uppvärma	vb_2a_viga
urskönja	vb_2a_viga
utbygga	vb_2a_viga
utdöma	vb_2a_viga
utestänga	vb_2a_viga
utfälla	vb_2a_viga
utfylla	vb_2a_viga
utgräva	vb_2a_viga
utkräva	vb_2a_viga
utkyla	vb_2a_viga
utnämna	vb_2a_viga
utrymma	vb_2a_viga
utställa	vb_2a_viga
uttänja	vb_2a_viga
väga	vb_2a_viga
väja	vb_2a_viga
välla	vb_2a_viga
välva	vb_2a_viga
vämja	vb_2a_viga
värja	vb_2a_viga
värma	vb_2a_viga
väva	vb_2a_viga
vedergälla	vb_2a_viga
verkställa	vb_2a_viga
viga	vb_2a_viga
vränga	vb_2a_viga
må	vb_2d_må
rädas	vb_2d_rädas
torde	vb_2d_torde
böra	vb_2m_böra
gitta	vb_2m_gitta
vetta	vb_2m_gitta
glädja	vb_2m_glädja
föreha	vb_2m_ha
handha	vb_2m_ha
ha	vb_2m_ha
inneha	vb_2m_ha
omhänderha	vb_2m_ha
avhända	vb_2m_hända
bända	vb_2m_hända
bortskrämma	vb_2m_hända
glödtända	vb_2m_hända
hända	vb_2m_hända
invända	vb_2m_hända
känna	vb_2m_hända
kovända	vb_2m_hända
lända	vb_2m_hända
självantända	vb_2m_hända
självtända	vb_2m_hända
tvärvända	vb_2m_hända
vända	vb_2m_hända
höta	vb_2m_höta
anmärka	vb_2m_mysa
begynna	vb_2m_mysa
blänka	vb_2m_mysa
blåsa	vb_2m_mysa
bortvräka	vb_2m_mysa
bräka	vb_2m_mysa
byka	vb_2m_mysa
extraknäcka	vb_2m_mysa
föreläsa	vb_2m_mysa
förlöpa	vb_2m_mysa
försöka	vb_2m_mysa
fortlöpa	vb_2m_mysa
fräsa	vb_2m_mysa
fryna	vb_2m_mysa
genomlöpa	vb_2m_mysa
gläfsa	vb_2m_mysa
glänsa	vb_2m_mysa
glisa	vb_2m_mysa
kedjeröka	vb_2m_mysa
knäppa	vb_2m_mysa
köpa	vb_2m_mysa
kväka	vb_2m_mysa
leka	vb_2m_mysa
löpa	vb_2m_mysa
lysa	vb_2m_mysa
misstycka	vb_2m_mysa
molvärka	vb_2m_mysa
mysa	vb_2m_mysa
pösa	vb_2m_mysa
pysa	vb_2m_mysa
räcka	vb_2m_mysa
resa	vb_2m_mysa
rycka	vb_2m_mysa
samåka	vb_2m_mysa
samtycka	vb_2m_mysa
sängröka	vb_2m_mysa
semesterresa	vb_2m_mysa
småblåsa	vb_2m_mysa
småmysa	vb_2m_mysa
stjälpa	vb_2m_mysa
värka	vb_2m_mysa
äga	vb_2m_väga
ärva	vb_2m_väga
avböja	vb_2m_väga
avkyla	vb_2m_väga
beställa	vb_2m_väga
blänga	vb_2m_väga
blottställa	vb_2m_väga
brygga	vb_2m_väga
busringa	vb_2m_väga
dagdrömma	vb_2m_väga
döma	vb_2m_väga
drälla	vb_2m_väga
dröja	vb_2m_väga
drömma	vb_2m_väga
egensvänga	vb_2m_väga
fastställa	vb_2m_väga
flänga	vb_2m_väga
förglömma	vb_2m_väga
förhöja	vb_2m_väga
förställa	vb_2m_väga
förtränga	vb_2m_väga
gälla	vb_2m_väga
genomtränga	vb_2m_väga
glömma	vb_2m_väga
gnälla	vb_2m_väga
gräma	vb_2m_väga
gräva	vb_2m_väga
hänga	vb_2m_väga
hemställa	vb_2m_väga
höja	vb_2m_väga
instämma	vb_2m_väga
inviga	vb_2m_väga
klänga	vb_2m_väga
kränga	vb_2m_väga
kvälla	vb_2m_väga
kväva	vb_2m_väga
leja	vb_2m_väga
likställa	vb_2m_väga
medfölja	vb_2m_väga
oppfylla	vb_2m_väga
överanstränga	vb_2m_väga
överväga	vb_2m_väga
ringa	vb_2m_väga
röja	vb_2m_väga
rymma	vb_2m_väga
skrämma	vb_2m_väga
spränga	vb_2m_väga
stormskälla	vb_2m_väga
svänga	vb_2m_väga
underbygga	vb_2m_väga
uppfylla	vb_2m_väga
uttömma	vb_2m_väga
väga	vb_2m_väga
vanställa	vb_2m_väga
vidhänga	vb_2m_väga
behövas	vb_2s_blygas
blygas	vb_2s_blygas
djärvas	vb_2s_blygas
förstöras	vb_2s_blygas
innebrännas	vb_2s_blygas
krävas	vb_2s_blygas
längas	vb_2s_blygas
yvas	vb_2s_blygas
giftas	vb_2s_giftas
glädjas	vb_2s_glädjas
hövas	vb_2s_hövas
återfödas	vb_2s_idas
idas	vb_2s_idas
långledas	vb_2s_idas
ledas	vb_2s_idas
brännas	vb_2s_minnas
kännas	vb_2s_minnas
minnas	vb_2s_minnas
nännas	vb_2s_minnas
åtnöjas	vb_2s_nöjas
nöjas	vb_2s_nöjas
tykännas	vb_2s_nöjas
vidkännas	vb_2s_nöjas
rymmas	vb_2s_rymmas
skiljas	vb_2s_skiljas
fontänkräkas	vb_2s_synas
förkrympas	vb_2s_synas
förlikas	vb_2s_synas
förskräckas	vb_2s_synas
kläckas	vb_2s_synas
klösas	vb_2s_synas
kräkas	vb_2s_synas
kyssas	vb_2s_synas
mötas	vb_2s_synas
smekas	vb_2s_synas
synas	vb_2s_synas
täckas	vb_2s_synas
tyckas	vb_2s_synas
töras	vb_2s_töras
skämmas	vb_2s_trivas
stormtrivas	vb_2s_trivas
stortrivas	vb_2s_trivas
trängas	vb_2s_trivas
trivas	vb_2s_trivas
vantrivas	vb_2s_trivas
vämjas	vb_2s_vämjas
anförtro	vb_3a_sy
åtrå	vb_3a_sy
avsky	vb_3a_sy
bebo	vb_3a_sy
bero	vb_3a_sy
beså	vb_3a_sy
beströ	vb_3a_sy
betro	vb_3a_sy
bo	vb_3a_sy
bredså	vb_3a_sy
bry	vb_3a_sy
eftertrå	vb_3a_sy
ernå	vb_3a_sy
flå	vb_3a_sy
fly	vb_3a_sy
förebrå	vb_3a_sy
förespå	vb_3a_sy
förete	vb_3a_sy
förmå	vb_3a_sy
försmå	vb_3a_sy
förströ	vb_3a_sy
förtro	vb_3a_sy
förutspå	vb_3a_sy
glo	vb_3a_sy
gno	vb_3a_sy
gny	vb_3a_sy
gro	vb_3a_sy
gruppså	vb_3a_sy
gry	vb_3a_sy
järnsko	vb_3a_sy
klå	vb_3a_sy
kringströ	vb_3a_sy
må	vb_3a_sy
misstro	vb_3a_sy
nå	vb_3a_sy
ombetro	vb_3a_sy
rå	vb_3a_sy
rentvå	vb_3a_sy
ro	vb_3a_sy
sambo	vb_3a_sy
sammanbo	vb_3a_sy
så	vb_3a_sy
ske	vb_3a_sy
sko	vb_3a_sy
skräddarsy	vb_3a_sy
sky	vb_3a_sy
sno	vb_3a_sy
spå	vb_3a_sy
spy	vb_3a_sy
strö	vb_3a_sy
sy	vb_3a_sy
tilltro	vb_3a_sy
trå	vb_3a_sy
tro	vb_3a_sy
undfly	vb_3a_sy
uppnå	vb_3a_sy
utspy	vb_3a_sy
varsko	vb_3a_sy
brås	vb_3s_brås
äta	vb_4a_äta
aväta	vb_4a_äta
kaläta	vb_4a_äta
oppäta	vb_4a_äta
sällskapsäta	vb_4a_äta
smygäta	vb_4a_äta
tröstäta	vb_4a_äta
uppäta	vb_4a_äta
avskära	vb_4a_bära
bära	vb_4a_bära
beskära	vb_4a_bära
förebära	vb_4a_bära
förskära	vb_4a_bära
föryngringsbeskära	vb_4a_bära
frambära	vb_4a_bära
hembära	vb_4a_bära
knivskära	vb_4a_bära
kringskära	vb_4a_bära
omskära	vb_4a_bära
oppbära	vb_4a_bära
skära	vb_4a_bära
snedskära	vb_4a_bära
tillskära	vb_4a_bära
uppbära	vb_4a_bära
be	vb_4a_be
ombe	vb_4a_be
tillbe	vb_4a_be
bli	vb_4a_bli
förbli	vb_4a_bli
kvarbli	vb_4a_bli
utebli	vb_4a_bli
varsebli	vb_4a_bli
bottenfrysa	vb_4a_bottenfrysa
tillfrysa	vb_4a_bottenfrysa
återfinna	vb_4a_dricka
återvinna	vb_4a_dricka
avbinda	vb_4a_dricka
avrinna	vb_4a_dricka
avvinna	vb_4a_dricka
bakbinda	vb_4a_dricka
befinna	vb_4a_dricka
besitta	vb_4a_dricka
besticka	vb_4a_dricka
binda	vb_4a_dricka
bispringa	vb_4a_dricka
bortavinna	vb_4a_dricka
bortrinna	vb_4a_dricka
brinna	vb_4a_dricka
brista	vb_4a_dricka
dricka	vb_4a_dricka
finna	vb_4a_dricka
förbinda	vb_4a_dricka
förbrinna	vb_4a_dricka
förnimma	vb_4a_dricka
förrinna	vb_4a_dricka
försitta	vb_4a_dricka
försvinna	vb_4a_dricka
hemmavinna	vb_4a_dricka
hinna	vb_4a_dricka
hopbinda	vb_4a_dricka
klavbinda	vb_4a_dricka
omspinna	vb_4a_dricka
oppfinna	vb_4a_dricka
övervinna	vb_4a_dricka
rinna	vb_4a_dricka
sammanbinda	vb_4a_dricka
spinna	vb_4a_dricka
spricka	vb_4a_dricka
springa	vb_4a_dricka
sticka	vb_4a_dricka
svinna	vb_4a_dricka
trälbinda	vb_4a_dricka
trollbinda	vb_4a_dricka
undansticka	vb_4a_dricka
underbinda	vb_4a_dricka
understicka	vb_4a_dricka
uppfinna	vb_4a_dricka
uppspricka	vb_4a_dricka
utbrista	vb_4a_dricka
utvinna	vb_4a_dricka
vinna	vb_4a_dricka
återuppstå	vb_4a_emotstå
emotstå	vb_4a_emotstå
uppstå	vb_4a_emotstå
utstå	vb_4a_emotstå
anfalla	vb_4a_falla
återfalla	vb_4a_falla
avfalla	vb_4a_falla
bifalla	vb_4a_falla
bönfalla	vb_4a_falla
bortfalla	vb_4a_falla
falla	vb_4a_falla
förfalla	vb_4a_falla
infalla	vb_4a_falla
knäfalla	vb_4a_falla
överfalla	vb_4a_falla
sammanfalla	vb_4a_falla
sönderfalla	vb_4a_falla
tillfalla	vb_4a_falla
utfalla	vb_4a_falla
befara	vb_4a_fara
fara	vb_4a_fara
framfara	vb_4a_fara
genomfara	vb_4a_fara
lagfara	vb_4a_fara
nagelfara	vb_4a_fara
villfara	vb_4a_fara
anknyta	vb_4a_flyga
ansluta	vb_4a_flyga
anstryka	vb_4a_flyga
återförsluta	vb_4a_flyga
återknyta	vb_4a_flyga
åtnjuta	vb_4a_flyga
avbryta	vb_4a_flyga
avnjuta	vb_4a_flyga
avsjunga	vb_4a_flyga
beljuga	vb_4a_flyga
besjunga	vb_4a_flyga
bestryka	vb_4a_flyga
bjuda	vb_4a_flyga
blåljuga	vb_4a_flyga
bortsluta	vb_4a_flyga
bryta	vb_4a_flyga
dammsuga	vb_4a_flyga
erbjuda	vb_4a_flyga
flyga	vb_4a_flyga
flyta	vb_4a_flyga
fogstryka	vb_4a_flyga
förbjuda	vb_4a_flyga
förflyta	vb_4a_flyga
försjunka	vb_4a_flyga
försluta	vb_4a_flyga
frambryta	vb_4a_flyga
frysa	vb_4a_flyga
genombryta	vb_4a_flyga
grovhugga	vb_4a_flyga
grundstryka	vb_4a_flyga
halshugga	vb_4a_flyga
härflyta	vb_4a_flyga
hembjuda	vb_4a_flyga
hopknyta	vb_4a_flyga
hugga	vb_4a_flyga
inflyta	vb_4a_flyga
innesluta	vb_4a_flyga
insmyga	vb_4a_flyga
insuga	vb_4a_flyga
insupa	vb_4a_flyga
kalhugga	vb_4a_flyga
kanthugga	vb_4a_flyga
knivhugga	vb_4a_flyga
knyta	vb_4a_flyga
kortsluta	vb_4a_flyga
ljuga	vb_4a_flyga
lovsjunga	vb_4a_flyga
närsluta	vb_4a_flyga
nedbryta	vb_4a_flyga
nerbryta	vb_4a_flyga
njuta	vb_4a_flyga
ombryta	vb_4a_flyga
omsluta	vb_4a_flyga
oppsuga	vb_4a_flyga
överbjuda	vb_4a_flyga
påbjuda	vb_4a_flyga
portförbjuda	vb_4a_flyga
rumphugga	vb_4a_flyga
salubjuda	vb_4a_flyga
sjunga	vb_4a_flyga
sjunka	vb_4a_flyga
släthugga	vb_4a_flyga
slätstryka	vb_4a_flyga
sluta	vb_4a_flyga
smyga	vb_4a_flyga
snyta	vb_4a_flyga
storljuga	vb_4a_flyga
stryka	vb_4a_flyga
suga	vb_4a_flyga
testflyga	vb_4a_flyga
tillsluta	vb_4a_flyga
tjuvhugga	vb_4a_flyga
topphugga	vb_4a_flyga
totalförbjuda	vb_4a_flyga
trakthugga	vb_4a_flyga
tvångsansluta	vb_4a_flyga
underbjuda	vb_4a_flyga
understryka	vb_4a_flyga
uppbjuda	vb_4a_flyga
uppsuga	vb_4a_flyga
utbjuda	vb_4a_flyga
utbryta	vb_4a_flyga
utesluta	vb_4a_flyga
utklyva	vb_4a_flyga
utsuga	vb_4a_flyga
förgäta	vb_4a_förgäta
återgå	vb_4a_gå
åtgå	vb_4a_gå
avgå	vb_4a_gå
begå	vb_4a_gå
förbigå	vb_4a_gå
föregå	vb_4a_gå
förgå	vb_4a_gå
försiggå	vb_4a_gå
framgå	vb_4a_gå
gå	vb_4a_gå
genomgå	vb_4a_gå
ingå	vb_4a_gå
kringgå	vb_4a_gå
samgå	vb_4a_gå
sammangå	vb_4a_gå
undergå	vb_4a_gå
uppgå	vb_4a_gå
utgå	vb_4a_gå
ange	vb_4a_ge
återge	vb_4a_ge
avge	vb_4a_ge
delge	vb_4a_ge
efterge	vb_4a_ge
förege	vb_4a_ge
formge	vb_4a_ge
frige	vb_4a_ge
ge	vb_4a_ge
inge	vb_4a_ge
lösge	vb_4a_ge
medge	vb_4a_ge
namnge	vb_4a_ge
omge	vb_4a_ge
oppge	vb_4a_ge
överge	vb_4a_ge
prisge	vb_4a_ge
tillge	vb_4a_ge
tillkännage	vb_4a_ge
tillspilloge	vb_4a_ge
uppge	vb_4a_ge
utge	vb_4a_ge
anhålla	vb_4a_hålla
återhålla	vb_4a_hålla
avhålla	vb_4a_hålla
behålla	vb_4a_hålla
bibehålla	vb_4a_hålla
efterhålla	vb_4a_hålla
erhålla	vb_4a_hålla
fasthålla	vb_4a_hålla
förbehålla	vb_4a_hålla
förehålla	vb_4a_hålla
framhålla	vb_4a_hålla
hålla	vb_4a_hålla
hemlighålla	vb_4a_hålla
högtidlighålla	vb_4a_hålla
innehålla	vb_4a_hålla
kvarhålla	vb_4a_hålla
sammanhålla	vb_4a_hålla
tillhålla	vb_4a_hålla
tillhandahålla	vb_4a_hålla
tjuvhålla	vb_4a_hålla
tjyvhålla	vb_4a_hålla
undanhålla	vb_4a_hålla
underhålla	vb_4a_hålla
uppehålla	vb_4a_hålla
upprätthålla	vb_4a_hålla
vidhålla	vb_4a_hålla
vidmakthålla	vb_4a_hålla
vinterväghålla	vb_4a_hålla
ankomma	vb_4a_komma
åstadkomma	vb_4a_komma
återkomma	vb_4a_komma
efterkomma	vb_4a_komma
förekomma	vb_4a_komma
förkomma	vb_4a_komma
framkomma	vb_4a_komma
ifrågakomma	vb_4a_komma
ihågkomma	vb_4a_komma
inkomma	vb_4a_komma
komma	vb_4a_komma
nedkomma	vb_4a_komma
nerkomma	vb_4a_komma
omkomma	vb_4a_komma
överenskomma	vb_4a_komma
tillkomma	vb_4a_komma
uppkomma	vb_4a_komma
utbekomma	vb_4a_komma
utkomma	vb_4a_komma
bestå	vb_4a_missförstå
missförstå	vb_4a_missförstå
påstå	vb_4a_missförstå
underförstå	vb_4a_missförstå
angripa	vb_4a_rida
avdriva	vb_4a_rida
avskriva	vb_4a_rida
avslita	vb_4a_rida
bedriva	vb_4a_rida
begripa	vb_4a_rida
beknipa	vb_4a_rida
beskriva	vb_4a_rida
bestiga	vb_4a_rida
bita	vb_4a_rida
driva	vb_4a_rida
enkelskriva	vb_4a_rida
fördriva	vb_4a_rida
föregripa	vb_4a_rida
föreskriva	vb_4a_rida
förlida	vb_4a_rida
förskriva	vb_4a_rida
förslita	vb_4a_rida
fortskrida	vb_4a_rida
förvrida	vb_4a_rida
framdriva	vb_4a_rida
framlida	vb_4a_rida
framskrida	vb_4a_rida
friskskriva	vb_4a_rida
gendriva	vb_4a_rida
genomdriva	vb_4a_rida
genomlida	vb_4a_rida
glida	vb_4a_rida
gnida	vb_4a_rida
gottskriva	vb_4a_rida
gripa	vb_4a_rida
inbegripa	vb_4a_rida
indriva	vb_4a_rida
inskriva	vb_4a_rida
knipa	vb_4a_rida
kyrkskriva	vb_4a_rida
landstiga	vb_4a_rida
lida	vb_4a_rida
mantalsskriva	vb_4a_rida
nedskriva	vb_4a_rida
nerskriva	vb_4a_rida
omskriva	vb_4a_rida
oppdriva	vb_4a_rida
överdriva	vb_4a_rida
överskrida	vb_4a_rida
överstiga	vb_4a_rida
pantförskriva	vb_4a_rida
provrida	vb_4a_rida
råriva	vb_4a_rida
renskriva	vb_4a_rida
rida	vb_4a_rida
riva	vb_4a_rida
sammanskriva	vb_4a_rida
särskriva	vb_4a_rida
sjukskriva	vb_4a_rida
skattskriva	vb_4a_rida
skrida	vb_4a_rida
skriva	vb_4a_rida
slita	vb_4a_rida
snedvrida	vb_4a_rida
sönderriva	vb_4a_rida
stiga	vb_4a_rida
svika	vb_4a_rida
tillgodoskriva	vb_4a_rida
tillgripa	vb_4a_rida
tillskriva	vb_4a_rida
topprida	vb_4a_rida
underdriva	vb_4a_rida
underskrida	vb_4a_rida
understiga	vb_4a_rida
undvika	vb_4a_rida
uppdriva	vb_4a_rida
uppriva	vb_4a_rida
uppstiga	vb_4a_rida
utdriva	vb_4a_rida
vrida	vb_4a_rida
anse	vb_4a_se
åse	vb_4a_se
återse	vb_4a_se
avse	vb_4a_se
bese	vb_4a_se
bortse	vb_4a_se
efterse	vb_4a_se
emotse	vb_4a_se
förbise	vb_4a_se
förutse	vb_4a_se
frånse	vb_4a_se
inse	vb_4a_se
motse	vb_4a_se
omse	vb_4a_se
överse	vb_4a_se
se	vb_4a_se
tillgodose	vb_4a_se
tillse	vb_4a_se
utse	vb_4a_se
avskjuta	vb_4a_skjuta
begjuta	vb_4a_skjuta
beskjuta	vb_4a_skjuta
dödsskjuta	vb_4a_skjuta
formgjuta	vb_4a_skjuta
förskjuta	vb_4a_skjuta
framskjuta	vb_4a_skjuta
genskjuta	vb_4a_skjuta
gjuta	vb_4a_skjuta
granatbeskjuta	vb_4a_skjuta
hänskjuta	vb_4a_skjuta
hopskjuta	vb_4a_skjuta
ingjuta	vb_4a_skjuta
inskjuta	vb_4a_skjuta
oppskjuta	vb_4a_skjuta
övningsskjuta	vb_4a_skjuta
prickskjuta	vb_4a_skjuta
provskjuta	vb_4a_skjuta
sammanskjuta	vb_4a_skjuta
skadeskjuta	vb_4a_skjuta
skadskjuta	vb_4a_skjuta
skjuta	vb_4a_skjuta
tävlingsskjuta	vb_4a_skjuta
tillskjuta	vb_4a_skjuta
uppskjuta	vb_4a_skjuta
utgjuta	vb_4a_skjuta
vingskjuta	vb_4a_skjuta
anslå	vb_4a_slå
avslå	vb_4a_slå
beslå	vb_4a_slå
brädbeslå	vb_4a_slå
brädslå	vb_4a_slå
brukslå	vb_4a_slå
fastslå	vb_4a_slå
föreslå	vb_4a_slå
hålslå	vb_4a_slå
jordslå	vb_4a_slå
kalkslå	vb_4a_slå
köpslå	vb_4a_slå
lamslå	vb_4a_slå
nedslå	vb_4a_slå
nerslå	vb_4a_slå
pungslå	vb_4a_slå
sammanslå	vb_4a_slå
slå	vb_4a_slå
underslå	vb_4a_slå
stinga	vb_4a_stinga
bestjäla	vb_4a_stjäla
stjäla	vb_4a_stjäla
svära	vb_4a_svära
ådra	vb_4a_ta
andra	vb_4a_ta
anta	vb_4a_ta
återta	vb_4a_ta
återuppta	vb_4a_ta
avdagata	vb_4a_ta
avta	vb_4a_ta
bedra	vb_4a_ta
beslagta	vb_4a_ta
beta	vb_4a_ta
bidra	vb_4a_ta
bortta	vb_4a_ta
delta	vb_4a_ta
dra	vb_4a_ta
emotta	vb_4a_ta
fastta	vb_4a_ta
fördra	vb_4a_ta
föredra	vb_4a_ta
företa	vb_4a_ta
förta	vb_4a_ta
frånta	vb_4a_ta
frita	vb_4a_ta
genta	vb_4a_ta
godta	vb_4a_ta
hårddra	vb_4a_ta
hårdra	vb_4a_ta
iaktta	vb_4a_ta
indra	vb_4a_ta
inta	vb_4a_ta
kalldra	vb_4a_ta
medta	vb_4a_ta
missta	vb_4a_ta
motta	vb_4a_ta
omhänderta	vb_4a_ta
omta	vb_4a_ta
oppta	vb_4a_ta
överdra	vb_4a_ta
överta	vb_4a_ta
påta	vb_4a_ta
sammandra	vb_4a_ta
segdra	vb_4a_ta
ta	vb_4a_ta
tillfångata	vb_4a_ta
tillta	vb_4a_ta
tillvarata	vb_4a_ta
tvångsomhänderta	vb_4a_ta
undanta	vb_4a_ta
uppdra	vb_4a_ta
uppta	vb_4a_ta
utdra	vb_4a_ta
våldta	vb_4a_ta
vidta	vb_4a_ta
åderlåta	vb_4a_tillåta
avlåta	vb_4a_tillåta
begråta	vb_4a_tillåta
efterlåta	vb_4a_tillåta
förlåta	vb_4a_tillåta
överlåta	vb_4a_tillåta
tillåta	vb_4a_tillåta
underlåta	vb_4a_tillåta
upplåta	vb_4a_tillåta
uraktlåta	vb_4a_tillåta
vederfås	vb_4d_vederfås
angå	vb_4m_angå
återfå	vb_4m_angå
bortgå	vb_4m_angå
få	vb_4m_angå
fortgå	vb_4m_angå
frångå	vb_4m_angå
ingå	vb_4m_angå
övergå	vb_4m_angå
pågå	vb_4m_angå
tillgå	vb_4m_angå
tillmötesgå	vb_4m_angå
undfå	vb_4m_angå
undgå	vb_4m_angå
utfå	vb_4m_angå
vidgå	vb_4m_angå
bekomma	vb_4m_bekomma
undkomma	vb_4m_bekomma
vidkomma	vb_4m_bekomma
erfara	vb_4m_erfara
förfara	vb_4m_erfara
fortfara	vb_4m_erfara
förevara	vb_4m_förevara
förslå	vb_4m_förslå
kullslå	vb_4m_förslå
rådslå	vb_4m_förslå
föranlåta	vb_4m_gråta
gråta	vb_4m_gråta
låta	vb_4m_gråta
sällskapsgråta	vb_4m_gråta
storgråta	vb_4m_gråta
innebära	vb_4m_innebära
umbära	vb_4m_innebära
bele	vb_4m_le
dö	vb_4m_le
hånle	vb_4m_le
le	vb_4m_le
självdö	vb_4m_le
småle	vb_4m_le
åligga	vb_4m_ligga
anligga	vb_4m_ligga
föreligga	vb_4m_ligga
halvligga	vb_4m_ligga
ligga	vb_4m_ligga
förefalla	vb_4m_ljuda
förhålla	vb_4m_ljuda
galltjuta	vb_4m_ljuda
genljuda	vb_4m_ljuda
hemfalla	vb_4m_ljuda
illtjuta	vb_4m_ljuda
inbjuda	vb_4m_ljuda
ljuda	vb_4m_ljuda
sjuda	vb_4m_ljuda
skåpsupa	vb_4m_ljuda
småsjunga	vb_4m_ljuda
småsupa	vb_4m_ljuda
smygsupa	vb_4m_ljuda
stortjuta	vb_4m_ljuda
supa	vb_4m_ljuda
tjuta	vb_4m_ljuda
undfalla	vb_4m_ljuda
förtryta	vb_4m_ryta
hugga	vb_4m_ryta
krypa	vb_4m_ryta
lågflyga	vb_4m_ryta
överflyga	vb_4m_ryta
ryta	vb_4m_ryta
segelflyga	vb_4m_ryta
skryta	vb_4m_ryta
stryka	vb_4m_ryta
suga	vb_4m_ryta
tryta	vb_4m_ryta
brinna	vb_4m_sitta
brista	vb_4m_sitta
dimpa	vb_4m_sitta
halvspringa	vb_4m_sitta
sitta	vb_4m_sitta
slinka	vb_4m_sitta
slinta	vb_4m_sitta
slippa	vb_4m_sitta
småspringa	vb_4m_sitta
spritta	vb_4m_sitta
sticka	vb_4m_sitta
stinka	vb_4m_sitta
undslippa	vb_4m_sitta
skåpäta	vb_4m_skåpäta
småsvära	vb_4m_småsvära
halvsova	vb_4m_sova
hästsova	vb_4m_sova
småsova	vb_4m_sova
sova	vb_4m_sova
anstå	vb_4m_stå
återstå	vb_4m_stå
avstå	vb_4m_stå
bestå	vb_4m_stå
bistå	vb_4m_stå
förestå	vb_4m_stå
förstå	vb_4m_stå
fortbestå	vb_4m_stå
framstå	vb_4m_stå
kvarstå	vb_4m_stå
motstå	vb_4m_stå
stå	vb_4m_stå
tillstå	vb_4m_stå
svälta	vb_4m_svälta
vara	vb_4m_vara
avlida	vb_4m_vina
bortdriva	vb_4m_vina
driva	vb_4m_vina
fisa	vb_4m_vina
förtiga	vb_4m_vina
framskina	vb_4m_vina
gallskrika	vb_4m_vina
hovniga	vb_4m_vina
ingripa	vb_4m_vina
inskrida	vb_4m_vina
kliva	vb_4m_vina
moltiga	vb_4m_vina
nedstiga	vb_4m_vina
nerstiga	vb_4m_vina
niga	vb_4m_vina
påskina	vb_4m_vina
pipa	vb_4m_vina
rännskita	vb_4m_vina
skina	vb_4m_vina
skita	vb_4m_vina
skrika	vb_4m_vina
smita	vb_4m_vina
sönderslita	vb_4m_vina
storskrika	vb_4m_vina
svida	vb_4m_vina
tiga	vb_4m_vina
underskriva	vb_4m_vina
